,Song,Artist,ID,Link,Danceability,Energy,Key,Loudness,Mode,Speechiness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time Signature
2622,King of Rock,Run–D.M.C.,7112WRQXlBGe4Os43yw8gV,https://open.spotify.com/track/7112WRQXlBGe4Os43yw8gV,0.825,0.857,2,-3.389,0,0.0448,0.0,0.0461,0.791,98.204,314147,4
2623,Walk Like an Egyptian,The Bangles,4WoM3V2Vje4Qa2MNwkr7gK,https://open.spotify.com/track/4WoM3V2Vje4Qa2MNwkr7gK,0.711,0.788,11,-14.705,1,0.0825,2.05e-06,0.311,0.757,103.172,204560,4
2624,Lucky Star,Madonna,2hWI9GNr3kBrxZ7Mphho4Q,https://open.spotify.com/track/2hWI9GNr3kBrxZ7Mphho4Q,0.793,0.627,4,-10.599,0,0.0431,7.1e-05,0.145,0.963,117.203,333773,4
2625,Making Time,The Creation,5TysIim10uxdcYtUqftQlZ,https://open.spotify.com/track/5TysIim10uxdcYtUqftQlZ,0.432,0.917,2,-7.067,1,0.12,3.48e-06,0.112,0.45,70.947,178067,4
2626,Top Billin',Various Artists,3fgPDZd3XEOJPtY3YV5rgL,https://open.spotify.com/track/3fgPDZd3XEOJPtY3YV5rgL,0.91,0.341,10,-14.2,0,0.388,0.0,0.27,0.744,91.494,176321,4
2627,Orange Crush,R.E.M.,6YcARW2qDq2vb52B5xUJer,https://open.spotify.com/track/6YcARW2qDq2vb52B5xUJer,0.519,0.83,6,-5.623,0,0.0535,0.00189,0.233,0.542,120.695,231467,4
2628,County Line,Cass McCombs,1aVPslC1gwIhYacWIhMcnP,https://open.spotify.com/track/1aVPslC1gwIhYacWIhMcnP,0.58,0.152,2,-13.395,1,0.0382,0.0212,0.111,0.323,124.76,337227,4
2629,Country Feedback,R.E.M.,3fv6SXTlzlbiHgQeWVOyp8,https://open.spotify.com/track/3fv6SXTlzlbiHgQeWVOyp8,0.267,0.436,7,-10.906,1,0.0303,0.0146,0.401,0.208,144.474,249693,4
2630,Keep On Movin',Soul II Soul,4NMtuxWfOPR6yNjAX0AWrR,https://open.spotify.com/track/4NMtuxWfOPR6yNjAX0AWrR,0.678,0.47,6,-13.017,0,0.0594,0.000283,0.0635,0.686,93.144,362600,4
2631,Angels,The xx,1zuKjpp4t7BS8JPKi6mkQr,https://open.spotify.com/track/1zuKjpp4t7BS8JPKi6mkQr,0.424,0.157,9,-18.141,1,0.0428,0.0593,0.101,0.342,91.537,171653,4
2632,Still Not a Player (feat. Joe) - Radio Version,Big Pun,3GKL13lkM5nRc4zC1lIOrR,https://open.spotify.com/track/3GKL13lkM5nRc4zC1lIOrR,0.9,0.619,4,-6.518,0,0.312,0.00156,0.0647,0.864,94.121,236800,4
2633,The Man with the Child in His Eyes,Kate Bush,4xjVfArXNQRxAvsUpjmfMt,https://open.spotify.com/track/4xjVfArXNQRxAvsUpjmfMt,0.249,0.261,0,-10.592,1,0.0334,0.00154,0.136,0.195,90.007,158693,4
2634,Middle of the Road - 2007 Remaster,Pretenders,1YhyOTcVjHe73cm6tYrHkA,https://open.spotify.com/track/1YhyOTcVjHe73cm6tYrHkA,0.488,0.959,9,-5.575,1,0.0758,0.0767,0.025,0.67,166.799,254293,4
2635,Continental Shelf,Preoccupations,3d5lGpqxg1cMEYrgTaGxZy,https://open.spotify.com/track/3d5lGpqxg1cMEYrgTaGxZy,0.414,0.912,0,-6.142,1,0.0509,0.943,0.159,0.603,114.421,198514,4
2636,Le Déserteur,Boris Vian,6LxSVmGbGcuJjtXgUiuihl,https://open.spotify.com/track/6LxSVmGbGcuJjtXgUiuihl,0.49,0.0584,0,-15.519,1,0.0375,0.0,0.152,0.368,69.554,211960,4
2637,"Oh, Lady, Be Good! (feat. Jones-Smith, Incorporated)",Count Basie,1Rdh9EhXI9qMnviCCW1xz7,https://open.spotify.com/track/1Rdh9EhXI9qMnviCCW1xz7,0.598,0.137,7,-19.099,1,0.0791,0.626,0.128,0.803,185.542,185360,4
2638,Life in the Fast Lane - 2013 Remaster,Eagles,6gXrEUzibufX9xYPk3HD5p,https://open.spotify.com/track/6gXrEUzibufX9xYPk3HD5p,0.667,0.755,9,-7.246,1,0.069,6.94e-05,0.0523,0.883,109.535,286220,4
2639,Not Ready To Make Nice,The Chicks,4inqRcEzSuibG9KJR50wBh,https://open.spotify.com/track/4inqRcEzSuibG9KJR50wBh,0.452,0.531,6,-5.072,1,0.0278,9.33e-05,0.105,0.241,82.955,238093,4
2640,Fables Of Faubus,Charles Mingus,7DoBL69h4MBOiq5bRvMBzp,https://open.spotify.com/track/7DoBL69h4MBOiq5bRvMBzp,0.518,0.344,5,-14.201,0,0.0409,0.00245,0.174,0.312,123.456,495800,4
2641,Bongo Bong,Manu Chao,1OkqhhiH4TEYtqxiSISYen,https://open.spotify.com/track/1OkqhhiH4TEYtqxiSISYen,0.754,0.546,9,-10.031,0,0.063,0.000277,0.129,0.966,149.874,158427,4
2642,Sally Gooden,Various Artists,7rlfOiuLEku432WtlH0FlI,https://open.spotify.com/track/7rlfOiuLEku432WtlH0FlI,0.324,0.218,11,-17.917,0,0.0491,0.934,0.0613,0.387,133.683,192093,4
2643,Get Free,The Vines,1JcGNoiwifg0MdJMVgJQYx,https://open.spotify.com/track/1JcGNoiwifg0MdJMVgJQYx,0.502,0.978,7,-3.278,1,0.0649,1.27e-06,0.287,0.603,138.811,126573,4
2644,Cruisin',Smokey Robinson,1MIFcN0HIwfK4tNcwjte9v,https://open.spotify.com/track/1MIFcN0HIwfK4tNcwjte9v,0.502,0.625,6,-5.788,0,0.028,0.0,0.529,0.849,169.181,352920,4
2645,Mama Weer All Crazee Now,Slade,6J4uh8qmPwinEYs4xDPN5q,https://open.spotify.com/track/6J4uh8qmPwinEYs4xDPN5q,0.397,0.974,5,-3.549,1,0.0816,0.355,0.204,0.356,137.734,223947,4
2646,Fisherman,The Congos,1WD9sAjuYpeGjdFqq6LnPL,https://open.spotify.com/track/1WD9sAjuYpeGjdFqq6LnPL,0.597,0.451,4,-15.05,0,0.188,0.00394,0.0771,0.65,174.205,328230,4
2647,Jessica - Unedited Version,Allman Brothers Band,6RVhP2FB2UNWZzs9aOOCB2,https://open.spotify.com/track/6RVhP2FB2UNWZzs9aOOCB2,0.321,0.857,2,-7.89,1,0.0335,0.868,0.173,0.845,106.113,451160,4
2648,Lake of Fire,Meat Puppets,4UOq3yRhkyD2dKrDG4jV9K,https://open.spotify.com/track/4UOq3yRhkyD2dKrDG4jV9K,0.491,0.643,6,-8.642,1,0.0415,0.505,0.301,0.658,127.955,116973,4
2649,Bohemian Like You,The Dandy Warhols,0yEhNqCwEfy8LHUmnZoHpP,https://open.spotify.com/track/0yEhNqCwEfy8LHUmnZoHpP,0.584,0.931,9,-6.158,1,0.0344,0.772,0.133,0.694,131.275,211707,4
2650,Queer - Re-mastered 2007,Garbage,5FvrsJiU72teSMzcA2ywLe,https://open.spotify.com/track/5FvrsJiU72teSMzcA2ywLe,0.534,0.673,5,-6.989,0,0.0314,0.000153,0.206,0.386,95.064,277800,4
2651,Don't You Worry 'Bout A Thing,Stevie Wonder,37eC6DX0aYrFGw8cMQaBG5,https://open.spotify.com/track/37eC6DX0aYrFGw8cMQaBG5,0.714,0.726,11,-9.218,1,0.0408,0.0,0.0666,0.92,124.715,284630,4
2652,I Can Never Go Home Anymore,The Shangri-Las,6Dmrx1BOxZXTc2p3W8ezTh,https://open.spotify.com/track/6Dmrx1BOxZXTc2p3W8ezTh,0.527,0.354,11,-12.386,0,0.0397,0.0,0.283,0.164,96.022,192907,4
2653,Fix You,Coldplay,7LVHVU3tWfcxj5aiPFEW4Q,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q,0.209,0.417,3,-8.74,1,0.0338,0.00196,0.113,0.124,138.178,295533,4
2654,(This Is) The Dream Of Evan And Chan - Remastered,Dntel,3fhxjSp2AHFPnTvr1rase2,https://open.spotify.com/track/3fhxjSp2AHFPnTvr1rase2,0.497,0.795,1,-9.114,1,0.0427,0.409,0.162,0.0829,138.076,344973,4
2655,Double Barrel,Dave Collins,4bB53I14iWu3DsamRxlsNQ,https://open.spotify.com/track/4bB53I14iWu3DsamRxlsNQ,0.791,0.619,5,-8.049,1,0.0776,0.000812,0.137,0.828,80.753,165093,4
2656,My Best Friend's Girl,The Cars,1SRkKyJ2JjMZgyDWC30zKv,https://open.spotify.com/track/1SRkKyJ2JjMZgyDWC30zKv,0.799,0.608,5,-8.193,1,0.0411,0.0137,0.102,0.963,121.915,223253,4
2657,Sign of the Times,Harry Styles,5Ohxk2dO5COHF1krpoPigN,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN,0.516,0.595,5,-4.63,1,0.0313,0.0,0.109,0.222,119.972,340707,4
2658,Love's Theme,Barry White,5uvAIUrJq6V5T8zWVILoyb,https://open.spotify.com/track/5uvAIUrJq6V5T8zWVILoyb,0.57,0.551,2,-12.715,1,0.0341,0.846,0.202,0.656,96.993,247373,4
2659,Falling,HAIM,5wL742yBgvtbw1IibA3FMJ,https://open.spotify.com/track/5wL742yBgvtbw1IibA3FMJ,0.741,0.894,2,-5.648,1,0.069,4.89e-05,0.0835,0.297,111.969,257733,4
2660,This Is a Call,Foo Fighters,2wO8aOvN1ogLy1N8XT1WJE,https://open.spotify.com/track/2wO8aOvN1ogLy1N8XT1WJE,0.261,0.964,9,-6.654,1,0.0638,2.87e-05,0.183,0.326,162.902,233360,3
2661,Start! - Remastered,The Jam,1HnhVIHwCitqYeZjqt9GTY,https://open.spotify.com/track/1HnhVIHwCitqYeZjqt9GTY,0.653,0.32,0,-10.259,1,0.0513,5.4e-05,0.0771,0.959,139.064,150453,4
2662,All My Life,Foo Fighters,2HbVINmehEbPmjlcueXEJJ,https://open.spotify.com/track/2HbVINmehEbPmjlcueXEJJ,0.585,0.599,5,-5.704,1,0.0508,0.000871,0.492,0.667,167.778,263560,4
2663,After Midnight,Eric Clapton,4SUwsBNNbSFV97cyLP90nC,https://open.spotify.com/track/4SUwsBNNbSFV97cyLP90nC,0.625,0.615,0,-13.2,1,0.0356,0.0,0.0899,0.941,126.978,172431,4
2664,The Glamorous Life,Sheila E.,179SfVFJ0ZN41toTxnpgRD,https://open.spotify.com/track/179SfVFJ0ZN41toTxnpgRD,0.759,0.675,3,-14.366,0,0.0422,0.0341,0.431,0.866,127.522,543560,4
2665,Drive,The Cars,3wfujdbamR3Z46F4xav7LM,https://open.spotify.com/track/3wfujdbamR3Z46F4xav7LM,0.582,0.606,6,-9.961,1,0.0289,0.00139,0.151,0.504,111.441,234493,5
2666,Louie Louie,Various Artists,5TCtdkynqMVf3w7pYTjfph,https://open.spotify.com/track/5TCtdkynqMVf3w7pYTjfph,0.873,0.599,0,-6.553,1,0.0558,3.13e-06,0.0937,0.988,121.384,131640,4
2667,When A Fire Starts To Burn,Disclosure,7cyUppcNj7ojpzPlB0CPW9,https://open.spotify.com/track/7cyUppcNj7ojpzPlB0CPW9,0.86,0.732,7,-6.956,1,0.207,0.00115,0.243,0.672,123.963,283706,4
2668,Wonderful Tonight,Eric Clapton,0HgsllnPTT90kb3udyPrHb,https://open.spotify.com/track/0HgsllnPTT90kb3udyPrHb,0.57,0.207,7,-15.647,1,0.0292,0.117,0.124,0.528,95.539,225027,4
2669,Battery,Metallica,4A1jq5W97gi5ok44CgZiab,https://open.spotify.com/track/4A1jq5W97gi5ok44CgZiab,0.487,0.944,11,-6.78,0,0.0823,0.601,0.0905,0.392,96.552,312707,4
2670,The Look,Metronomy,3b4GWSS7QnzRKqH0mEYcFH,https://open.spotify.com/track/3b4GWSS7QnzRKqH0mEYcFH,0.638,0.535,9,-7.792,0,0.0415,0.0391,0.0837,0.504,84.947,277653,4
2671,Linger,The Cranberries,6GKJUyIC50rzo8JKFkCfdA,https://open.spotify.com/track/6GKJUyIC50rzo8JKFkCfdA,0.439,0.434,7,-14.918,1,0.0265,4.87e-05,0.14,0.204,94.845,274707,4
2672,P.Y.T. (Pretty Young Thing),Michael Jackson,5lA3pwMkBdd24StM90QrNR,https://open.spotify.com/track/5lA3pwMkBdd24StM90QrNR,0.888,0.815,11,-4.909,0,0.0404,0.000424,0.127,0.961,127.273,238733,4
2673,Needle In The Hay,Elliott Smith,1HyAeHf7CKtV4RUKdLGFXt,https://open.spotify.com/track/1HyAeHf7CKtV4RUKdLGFXt,0.563,0.196,9,-17.406,0,0.0412,0.018,0.118,0.306,116.019,256760,4
2674,The Wild Side Of Life,Hank Thompson,39AxeDwNIyjPKgI7g9H2Jg,https://open.spotify.com/track/39AxeDwNIyjPKgI7g9H2Jg,0.596,0.144,2,-10.307,1,0.0298,0.0,0.219,0.451,115.681,164520,4
2675,My Red Hot Car,Squarepusher,2wjbR0QM2uRIz8QacUE494,https://open.spotify.com/track/2wjbR0QM2uRIz8QacUE494,0.752,0.695,2,-11.403,1,0.0602,0.904,0.108,0.662,142.008,282067,4
2676,Scarborough Fair / Canticle,Simon & Garfunkel,4ynIxU1wlEQ4nSlu2QunbX,https://open.spotify.com/track/4ynIxU1wlEQ4nSlu2QunbX,0.345,0.253,2,-14.86,1,0.0332,5.58e-06,0.11,0.331,128.688,189960,3
2677,Beau Mot Plage,Isolée,4zjg8zXxG4zShpQ8nfVaII,https://open.spotify.com/track/4zjg8zXxG4zShpQ8nfVaII,0.798,0.608,11,-11.01,0,0.0535,0.832,0.122,0.443,128.0,406413,4
2678,The Cutter,Echo & the Bunnymen,617ahruubznvqzv7Nas3QX,https://open.spotify.com/track/617ahruubznvqzv7Nas3QX,0.471,0.955,7,-5.219,1,0.121,1.44e-06,0.162,0.35,139.266,232746,4
2679,Minor Swing,Django Reinhardt,0NDjQezJaEC1KX9TfwEfzf,https://open.spotify.com/track/0NDjQezJaEC1KX9TfwEfzf,0.58,0.47,9,-8.787,0,0.168,0.743,0.098,0.738,202.376,196627,4
2680,Save it For Later,The Beat,0Y6c59aGO4SjWxsGbEUcXj,https://open.spotify.com/track/0Y6c59aGO4SjWxsGbEUcXj,0.625,0.693,2,-11.091,1,0.0281,0.00216,0.393,0.786,129.55,213947,4
2681,Julia - Remastered,The Beatles,6FZdFkP2IjF99eDahDT8SH,https://open.spotify.com/track/6FZdFkP2IjF99eDahDT8SH,0.512,0.0953,2,-16.082,1,0.0304,0.000268,0.117,0.193,134.706,176667,4
2682,When the Saints Go Marching In,Louis Armstrong,61ADBnenQ5GkAyNjkukOe2,https://open.spotify.com/track/61ADBnenQ5GkAyNjkukOe2,0.531,0.362,7,-11.71,1,0.0775,0.000101,0.121,0.928,206.581,160733,4
2683,Let The Good Times Roll,Shirley & Lee,2ePDfIXoP2HmC1hfsujb2J,https://open.spotify.com/track/2ePDfIXoP2HmC1hfsujb2J,0.502,0.445,1,-9.562,1,0.0688,0.0,0.0823,0.939,140.988,145653,4
2684,Moonlight On Vermont - Live,Captain Beefheart & His Magic Band,5AMJICHQcJs9gOZnBDUXMq,https://open.spotify.com/track/5AMJICHQcJs9gOZnBDUXMq,0.251,0.663,9,-12.889,1,0.0597,0.787,0.115,0.524,183.858,237920,4
2685,Show Me Love,Robin S,5My9zq8mVvDvnAzmYHfwBv,https://open.spotify.com/track/5My9zq8mVvDvnAzmYHfwBv,0.81,0.707,5,-9.949,1,0.0602,0.000263,0.0959,0.741,120.27,270760,4
2686,God Give Me Strength,Elvis Costello,2Ig4bQ2JzYg6zjWCAaL2t7,https://open.spotify.com/track/2Ig4bQ2JzYg6zjWCAaL2t7,0.355,0.287,2,-9.973,1,0.0316,4.94e-05,0.12,0.161,104.608,370667,3
2687,Behind Blue Eyes,The Who,2X59ZxwE9x4pWnxsxKhr1E,https://open.spotify.com/track/2X59ZxwE9x4pWnxsxKhr1E,0.41,0.53,2,-10.793,1,0.0342,2.36e-05,0.285,0.263,128.556,221693,4
2688,Them Changes (feat. Flying Lotus & Kamasi Washington),Thundercat,7hmiDaBxoyLW094H8vup2S,https://open.spotify.com/track/7hmiDaBxoyLW094H8vup2S,0.791,0.58,8,-8.377,1,0.0588,0.00155,0.116,0.757,81.678,187210,4
2689,One Dance,Drake,12VWzyPDBCc8fqeWCAfNwR,https://open.spotify.com/track/12VWzyPDBCc8fqeWCAfNwR,0.792,0.625,1,-5.609,1,0.0536,0.00188,0.329,0.37,103.967,173987,4
2690,You Never Can Tell,Chuck Berry,2YEL7oERMj7nAJGjoAV9Hs,https://open.spotify.com/track/2YEL7oERMj7nAJGjoAV9Hs,0.526,0.852,7,-9.519,1,0.222,5.11e-05,0.241,0.884,157.403,161500,4
2691,You'll Lose A Good Thing,Barbara Lynn,7FVwcvemv4IGBBgaP4V7mE,https://open.spotify.com/track/7FVwcvemv4IGBBgaP4V7mE,0.591,0.324,2,-13.218,0,0.0302,0.000144,0.172,0.617,104.15,159867,3
2692,Open Your Heart,Madonna,6poribUG9PSY1eudyCjJTS,https://open.spotify.com/track/6poribUG9PSY1eudyCjJTS,0.624,0.951,7,-3.819,0,0.0572,4.73e-06,0.195,0.795,113.915,253453,4
2693,Sloop John B - Remastered,The Beach Boys,2ULL3VZf4WwBKO4vjwT7Bg,https://open.spotify.com/track/2ULL3VZf4WwBKO4vjwT7Bg,0.567,0.745,8,-5.423,1,0.0264,0.0,0.0873,0.903,125.575,180133,4
2694,Sleep Walk,Various Artists,0yK8sWD6cfrc7pGfaPIcZH,https://open.spotify.com/track/0yK8sWD6cfrc7pGfaPIcZH,0.779,0.212,10,-9.759,0,0.0362,0.959,0.235,0.444,94.675,145333,3
2695,Vomit,Girls,43vQ6lZIvw1p3iSgt9aKyC,https://open.spotify.com/track/43vQ6lZIvw1p3iSgt9aKyC,0.515,0.584,4,-7.3,0,0.0294,0.767,0.101,0.188,117.929,383600,4
2696,Big Fun,Inner City,4PyhlL1vrSvPlhYLdphszr,https://open.spotify.com/track/4PyhlL1vrSvPlhYLdphszr,0.677,0.935,3,-11.55,0,0.0514,0.376,0.0787,0.965,120.11,206160,4
2697,Stormy Weather,Ethel Waters,3HQpLW2NKSoFdwTIObQUUK,https://open.spotify.com/track/3HQpLW2NKSoFdwTIObQUUK,0.354,0.151,0,-13.461,1,0.0411,0.0,0.182,0.368,80.691,192253,3
2698,Straighten Up And Fly Right,Nat King Cole Trio,0NeSfkU8LFzgd3ICfSektq,https://open.spotify.com/track/0NeSfkU8LFzgd3ICfSektq,0.638,0.203,5,-14.071,0,0.128,0.000403,0.122,0.68,166.848,146733,4
2699,Cigarettes & Alcohol,Oasis,1pkYzWBK1YpJvI4ZImMGce,https://open.spotify.com/track/1pkYzWBK1YpJvI4ZImMGce,0.295,0.865,2,-2.293,1,0.048,0.126,0.127,0.523,114.685,289373,4
2700,Hello,Adele,0ENSn4fwAbCGeFGVUbXEU3,https://open.spotify.com/track/0ENSn4fwAbCGeFGVUbXEU3,0.481,0.451,5,-6.095,0,0.0347,0.0,0.0872,0.289,157.966,295493,4
2701,Forgot About Dre,Dr. Dre,7iXF2W9vKmDoGAhlHdpyIa,https://open.spotify.com/track/7iXF2W9vKmDoGAhlHdpyIa,0.924,0.74,8,-1.299,1,0.0774,0.0,0.163,0.621,133.974,222293,4
2702,You Got Me,The Roots,1ANOv63SRuUpI9w347Mgg7,https://open.spotify.com/track/1ANOv63SRuUpI9w347Mgg7,0.735,0.443,11,-8.09,0,0.278,0.0,0.188,0.757,81.031,259293,4
2703,minipops 67 [120.2][source field mix],Aphex Twin,6kzLbNxsJidjc80Nw3uZVg,https://open.spotify.com/track/6kzLbNxsJidjc80Nw3uZVg,0.716,0.83,0,-7.661,1,0.0395,0.887,0.067,0.126,120.194,287587,4
2704,Help Me Make It Through The Night,Sammi Smith,3DlrvYMG2VRxjX0tQIzv2b,https://open.spotify.com/track/3DlrvYMG2VRxjX0tQIzv2b,0.531,0.213,8,-15.56,1,0.0255,0.315,0.112,0.378,78.937,152293,4
2705,Love Letters,Various Artists,5SK3wsck9r3krpvna9MRrF,https://open.spotify.com/track/5SK3wsck9r3krpvna9MRrF,0.584,0.298,7,-14.282,0,0.0316,0.0498,0.174,0.341,124.834,163187,3
2706,Coffee & TV,Blur,5eSllZgRWCIJsDTAqFRwQw,https://open.spotify.com/track/5eSllZgRWCIJsDTAqFRwQw,0.743,0.742,2,-10.117,1,0.0367,0.234,0.0987,0.706,121.604,358773,4
2707,Detroit City,Bobby Bare,7eNM9suHz80f4fbC8aobod,https://open.spotify.com/track/7eNM9suHz80f4fbC8aobod,0.519,0.319,11,-13.142,1,0.0287,9.05e-06,0.096,0.473,121.647,169933,4
2708,Los Ageless,St. Vincent,2qTy3hGSbxoSenKmlKGHFw,https://open.spotify.com/track/2qTy3hGSbxoSenKmlKGHFw,0.527,0.716,5,-6.029,0,0.0616,8.71e-05,0.0737,0.331,99.426,281347,4
2709,Have Love Will Travel,The Sonics,2uXkW8uJcOIhlbUatEPLPs,https://open.spotify.com/track/2uXkW8uJcOIhlbUatEPLPs,0.506,0.948,10,-5.626,1,0.105,0.0,0.0904,0.934,130.195,160400,4
2710,Kelly Watch the Stars,Air,5tR13oIwi5J3elcTZPTTIU,https://open.spotify.com/track/5tR13oIwi5J3elcTZPTTIU,0.516,0.743,2,-8.47,1,0.0292,0.637,0.111,0.226,109.837,226293,4
2711,Starboy,The Weeknd,7MXVkk9YMctZqd1Srtv4MB,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB,0.679,0.587,7,-7.015,1,0.276,6.35e-06,0.137,0.486,186.003,230453,4
2712,After the Love Has Gone,"Earth, Wind & Fire",3cfnGXJ9bmiWvFqEO6ff8B,https://open.spotify.com/track/3cfnGXJ9bmiWvFqEO6ff8B,0.424,0.443,6,-13.45,1,0.0382,0.000389,0.673,0.391,131.675,278040,4
2713,God's Song (That's Why I Love Mankind) - 2002 Remaster,Randy Newman,0gvmUlKbABaYKEtOV40aA8,https://open.spotify.com/track/0gvmUlKbABaYKEtOV40aA8,0.442,0.0646,0,-21.214,0,0.0518,1.61e-05,0.128,0.201,174.021,219973,3
2714,Rock ‘n’ Roll Star - Remastered,Oasis,5Dfc7ewAryDIFkRFvcmO5k,https://open.spotify.com/track/5Dfc7ewAryDIFkRFvcmO5k,0.315,0.963,4,-4.242,1,0.0682,0.00164,0.488,0.484,138.211,322093,4
2715,Good Rockin' Tonight,Roy Brown,6tTyoUKse9egtto8Ceim7S,https://open.spotify.com/track/6tTyoUKse9egtto8Ceim7S,0.539,0.353,0,-9.978,1,0.0781,2.63e-06,0.215,0.848,146.17,181253,4
2716,I Don't Feel Like Dancin',Scissor Sisters,1q9l6c8bAzqWcvO3DM6FsR,https://open.spotify.com/track/1q9l6c8bAzqWcvO3DM6FsR,0.707,0.923,7,-3.409,1,0.0276,0.0,0.342,0.845,108.023,288360,4
2717,Immaterial,SOPHIE,5nTtCOCds6I0PHMNtqelas,https://open.spotify.com/track/5nTtCOCds6I0PHMNtqelas,0.776,0.717,2,-4.897,1,0.0836,0.00755,0.327,0.828,139.995,232807,4
2718,Freak On a Leash,Korn,5f47hFFEpH5NyiPYvy9aMK,https://open.spotify.com/track/5f47hFFEpH5NyiPYvy9aMK,0.336,0.906,2,-5.445,1,0.054,0.0535,0.336,0.57,103.312,255467,4
2719,Stolen Moments,Oliver Nelson,4iEJyAwf1FLU1ZNIHoS7YD,https://open.spotify.com/track/4iEJyAwf1FLU1ZNIHoS7YD,0.537,0.257,0,-14.498,0,0.0426,0.888,0.123,0.304,116.009,525667,4
2720,It's All Over Now - Remastered 2002,The Rolling Stones,6pbMeEOcdUWPdKMREKVYYg,https://open.spotify.com/track/6pbMeEOcdUWPdKMREKVYYg,0.6,0.702,0,-10.56,1,0.0311,5.27e-06,0.329,0.716,99.143,206440,4
2721,Boredom,Buzzcocks,1qIb9G5OJnrf4pFoInRKLV,https://open.spotify.com/track/1qIb9G5OJnrf4pFoInRKLV,0.101,0.965,11,-4.036,1,0.272,0.608,0.352,0.317,187.937,170067,4
2722,Buffalo Gals,Malcolm McLaren,4gCo2r1gCEw70OAq9cF1uW,https://open.spotify.com/track/4gCo2r1gCEw70OAq9cF1uW,0.881,0.636,4,-13.617,0,0.156,0.000257,0.207,0.616,108.863,259427,4
2723,La nuit je mens,Alain Bashung,7AOmyblplMezwpYuuh9Ltr,https://open.spotify.com/track/7AOmyblplMezwpYuuh9Ltr,0.493,0.694,11,-7.587,0,0.0287,2.87e-05,0.356,0.538,146.927,264707,4
2724,Livin' Thing,Various Artists,315sIdOIekClPo45hZBWi6,https://open.spotify.com/track/315sIdOIekClPo45hZBWi6,0.553,0.599,0,-8.146,1,0.0297,0.0,0.191,0.447,123.26,210640,4
2725,Beautiful Life,Gui Boratto,2bZqtcd92jJ7CZlrt3Mmwu,https://open.spotify.com/track/2bZqtcd92jJ7CZlrt3Mmwu,0.468,0.665,8,-8.789,1,0.0435,0.00194,0.0875,0.0383,124.994,507279,4
2726,The Perfect Kiss,New Order,5fQuS9Rr77SeFRllOgMMSg,https://open.spotify.com/track/5fQuS9Rr77SeFRllOgMMSg,0.62,0.842,0,-6.325,1,0.0327,0.153,0.279,0.807,130.346,288040,4
2727,Starry Night - Original Mix,Peggy Gou,5xwzmfxNAxZwMjznQ0eVXL,https://open.spotify.com/track/5xwzmfxNAxZwMjznQ0eVXL,0.792,0.818,8,-8.563,0,0.0363,0.724,0.0652,0.898,123.007,398598,4
2728,Easy Lee,Various Artists,16fUp7gczVA6GD54tGV43H,https://open.spotify.com/track/16fUp7gczVA6GD54tGV43H,0.79,0.423,8,-9.895,1,0.0688,0.831,0.12,0.299,129.026,609547,4
2729,The National Anthem,Radiohead,5eD5ronUxdKKGkTVWfDnSQ,https://open.spotify.com/track/5eD5ronUxdKKGkTVWfDnSQ,0.486,0.754,2,-8.552,1,0.0378,0.858,0.224,0.387,91.52,351693,4
2730,Cruel to Be Kind,Nick Lowe,1hIO1PTYQvAvLtyxjDgl7S,https://open.spotify.com/track/1hIO1PTYQvAvLtyxjDgl7S,0.697,0.664,0,-10.406,1,0.0261,2.95e-06,0.0427,0.811,131.686,210107,4
2731,You're Still The One,Shania Twain,3I4nZ14GRL7eXwFDjCEEVr,https://open.spotify.com/track/3I4nZ14GRL7eXwFDjCEEVr,0.563,0.536,3,-7.149,1,0.0301,0.0,0.271,0.653,133.852,212400,4
2732,Veronica,Elvis Costello,5zHgT1ibsBrSOEnQwZapto,https://open.spotify.com/track/5zHgT1ibsBrSOEnQwZapto,0.63,0.757,0,-6.731,1,0.0359,4.9e-05,0.355,0.737,153.989,189507,4
2733,Rebirth Of Slick (Cool Like Dat),Digable Planets,26q6YTrXt9l8qshIveiTX9,https://open.spotify.com/track/26q6YTrXt9l8qshIveiTX9,0.884,0.334,1,-18.943,0,0.228,0.0588,0.107,0.571,98.315,261267,4
2734,Saturday Night Fish Fry,Louis Jordan & His Tympany Five,6f5t4YTEj4sVMnlaNaqP4a,https://open.spotify.com/track/6f5t4YTEj4sVMnlaNaqP4a,0.634,0.561,5,-7.462,0,0.0455,0.0,0.773,0.86,175.449,325547,4
2735,Slow Hands,Interpol,0mF7YNgURDkBQaxa9YRc47,https://open.spotify.com/track/0mF7YNgURDkBQaxa9YRc47,0.243,0.969,11,-3.134,0,0.0509,0.6,0.364,0.68,141.934,183973,4
2736,Nightshift,Lionel Richie,5PttwQqDabaoF5EbihCXVs,https://open.spotify.com/track/5PttwQqDabaoF5EbihCXVs,0.734,0.552,8,-10.377,1,0.0355,0.00738,0.0627,0.433,105.043,305133,4
2737,Everything Is Everything,Phoenix,3pzJXZ1PW3l3B69PoTx5lC,https://open.spotify.com/track/3pzJXZ1PW3l3B69PoTx5lC,0.699,0.814,6,-7.628,1,0.0339,0.0172,0.104,0.964,109.071,178613,4
