,Song,Artist,ID,Link,Danceability,Energy,Key,Loudness,Mode,Speechiness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time Signature
1162,Get Back - Remastered 2015,The Beatles,6zmQ8bzlDIfngjy0Ba3w46,https://open.spotify.com/track/6zmQ8bzlDIfngjy0Ba3w46,0.703,0.636,7,-7.579,1,0.0376,0.0256,0.0959,0.218,122.921,191773,4
1163,Protection,Massive Attack,3kKVqFF4pv4EXeQe428zl2,https://open.spotify.com/track/3kKVqFF4pv4EXeQe428zl2,0.577,0.421,4,-13.142,1,0.0489,0.124,0.0722,0.737,168.009,471560,4
1164,Stagger Lee,Lloyd Price,5pbYUKZlAPJBVaWUUMGnkV,https://open.spotify.com/track/5pbYUKZlAPJBVaWUUMGnkV,0.346,0.597,8,-9.48,1,0.0343,0.0,0.0659,0.665,142.148,142933,4
1165,Con Altura,ROSALÍA,2qG5sZ7Si6sdK74qLxedYM,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,0.882,0.689,6,-4.027,1,0.124,0.00325,0.0501,0.746,97.963,161627,4
1166,"Radio, Radio",Elvis Costello & The Attractions,5id89YEeE3dRcUlHuovFEz,https://open.spotify.com/track/5id89YEeE3dRcUlHuovFEz,0.595,0.869,4,-4.812,1,0.0767,2.78e-06,0.278,0.876,146.75,186213,4
1167,See See Rider Blues - Remastered,Ma Rainey,3qcTpP3EuOEFbrYwLP2FxK,https://open.spotify.com/track/3qcTpP3EuOEFbrYwLP2FxK,0.457,0.118,4,-16.838,1,0.0472,0.877,0.247,0.312,69.72,199120,4
1168,Digital Witness,St. Vincent,5Nhsc59aScz67qNXA0y9Mn,https://open.spotify.com/track/5Nhsc59aScz67qNXA0y9Mn,0.782,0.444,5,-7.081,1,0.0489,0.0101,0.0887,0.882,104.975,202000,4
1169,All These Things That I've Done,The Killers,3haN0f2YjW4waIiN38X33J,https://open.spotify.com/track/3haN0f2YjW4waIiN38X33J,0.554,0.73,6,-6.236,1,0.0418,1.85e-05,0.117,0.204,118.24,301573,4
1170,Rock Your Baby,George McCrae,5bSgarDpObM6V8PJcXo9pz,https://open.spotify.com/track/5bSgarDpObM6V8PJcXo9pz,0.609,0.667,5,-13.409,0,0.0329,0.125,0.143,0.95,104.157,199293,4
1171,Sentimental Journey,Doris Day,07oxFvYqCcXnQOUxGX9ZjV,https://open.spotify.com/track/07oxFvYqCcXnQOUxGX9ZjV,0.484,0.0426,6,-16.252,0,0.0288,0.00299,0.103,0.247,80.506,192587,4
1172,Stormy Weather,Various Artists,5PTck1ltFvrxCmrVl1AWAm,https://open.spotify.com/track/5PTck1ltFvrxCmrVl1AWAm,0.458,0.163,1,-11.185,1,0.0368,1.67e-05,0.0992,0.375,125.189,199760,4
1173,Station to Station,David Bowie,1kNXQssxj7KmalxQFqTDbL,https://open.spotify.com/track/1kNXQssxj7KmalxQFqTDbL,0.464,0.78,7,-11.692,1,0.0894,0.000669,0.0689,0.591,121.606,614427,4
1174,Honky Tonk Pt.1,Various Artists,1TJko8PmPJiCRIAp6mtgcY,https://open.spotify.com/track/1TJko8PmPJiCRIAp6mtgcY,0.628,0.487,5,-11.748,1,0.029,0.68,0.113,0.709,104.406,188333,4
1175,The Wanderer,Various Artists,6Jgt4WenUDkRkAZ1HX91wI,https://open.spotify.com/track/6Jgt4WenUDkRkAZ1HX91wI,0.5,0.716,2,-7.411,1,0.0543,0.0,0.238,0.858,115.052,162795,4
1176,King Of The Road,Various Artists,0raiV10H9G9x57ZyL5RN82,https://open.spotify.com/track/0raiV10H9G9x57ZyL5RN82,0.699,0.351,11,-10.483,1,0.0535,0.0,0.112,0.553,119.594,145293,4
1177,Modern Love - 1999 Remaster,David Bowie,7LyIoUsiMtelB1I0I4drEF,https://open.spotify.com/track/7LyIoUsiMtelB1I0I4drEF,0.315,0.889,0,-8.192,1,0.041,0.00241,0.133,0.961,181.329,288467,4
1178,Cissy Strut,The Meters,0WSlOSMLJWoWUpWci9nnRb,https://open.spotify.com/track/0WSlOSMLJWoWUpWci9nnRb,0.507,0.763,0,-12.732,1,0.0945,0.886,0.324,0.708,176.193,186853,4
1179,Mr. Tambourine Man,Bob Dylan,3RkQ3UwOyPqpIiIvGVewuU,https://open.spotify.com/track/3RkQ3UwOyPqpIiIvGVewuU,0.39,0.31,5,-14.545,1,0.0676,0.0,0.379,0.584,177.515,330533,4
1180,Voodoo Ray,A Guy Called Gerald,5gjRugpcrpgRffrheTbQYT,https://open.spotify.com/track/5gjRugpcrpgRffrheTbQYT,0.683,0.789,2,-9.034,1,0.0602,0.0105,0.0724,0.657,119.504,267107,4
1181,I Want to Take You Higher,Sly & The Family Stone,6kdjd3IBSIjMWZEm5BFzNH,https://open.spotify.com/track/6kdjd3IBSIjMWZEm5BFzNH,0.611,0.839,2,-10.13,1,0.0531,0.733,0.203,0.525,102.799,322200,4
1182,Bennie And The Jets - Remastered 2014,Elton John,1MfoBTOChu8cUZqYcqEiw9,https://open.spotify.com/track/1MfoBTOChu8cUZqYcqEiw9,0.669,0.671,0,-7.996,1,0.0524,1.18e-05,0.521,0.739,132.588,322549,4
1183,Mr. Blue Sky,Electric Light Orchestra,74z2lfZ7fj3IqoK71lHkZw,https://open.spotify.com/track/74z2lfZ7fj3IqoK71lHkZw,0.388,0.338,10,-10.054,1,0.0328,3.72e-06,0.248,0.477,177.784,303373,4
1184,Love Shack,Various Artists,47ZxhXUjort8T3o6Cps4a1,https://open.spotify.com/track/47ZxhXUjort8T3o6Cps4a1,0.723,0.725,5,-9.066,0,0.0509,0.0,0.827,0.866,133.961,322907,4
1185,All Of The Lights,Kanye West,1XvHiCTd0MDb16S8bQNl74,https://open.spotify.com/track/1XvHiCTd0MDb16S8bQNl74,0.546,0.796,1,-3.263,1,0.0639,2.73e-05,0.19,0.254,142.123,299613,4
1186,Feel Good Hit Of The Summer,Queens of the Stone Age,5LbRsTHDPRx17YGyqNZTYn,https://open.spotify.com/track/5LbRsTHDPRx17YGyqNZTYn,0.326,0.929,11,-5.754,1,0.174,0.000979,0.198,0.521,164.984,163267,4
1187,The Funeral,Band of Horses,4o0NjemqhmsYLIMwlcosvW,https://open.spotify.com/track/4o0NjemqhmsYLIMwlcosvW,0.316,0.769,0,-5.283,0,0.0422,0.0,0.0928,0.127,122.507,321147,4
1188,The Wire,HAIM,6golelYKuy85o3u0cxIxFK,https://open.spotify.com/track/6golelYKuy85o3u0cxIxFK,0.547,0.635,2,-5.569,1,0.137,5.01e-06,0.0585,0.525,113.678,245293,4
1189,"Shook Ones, Pt. II",Mobb Deep,33ZXjLCpiINn8eQIDYEPTD,https://open.spotify.com/track/33ZXjLCpiINn8eQIDYEPTD,0.763,0.786,10,-6.472,0,0.229,0.0114,0.0817,0.504,93.857,325507,4
1190,Tennessee,Arrested Development,1aaoIHFT9UqhlaEwLAhh00,https://open.spotify.com/track/1aaoIHFT9UqhlaEwLAhh00,0.822,0.661,1,-10.234,0,0.164,3.95e-06,0.315,0.67,99.883,272707,4
1191,XO Tour Llif3,Lil Uzi Vert,7GX5flRQZVHRAGd6B4TmDO,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,0.732,0.75,11,-6.366,0,0.231,0.0,0.109,0.401,155.096,182707,4
1192,Money Honey (with Clyde McPhatter) - Single Version,The Drifters,4NY5I6HiQcAubVX8R3WaXc,https://open.spotify.com/track/4NY5I6HiQcAubVX8R3WaXc,0.708,0.569,5,-5.212,1,0.0768,0.0,0.157,0.772,125.067,178240,4
1193,Town Called Malice,The Jam,73RGpQg8Cxtly4QuHtNiOd,https://open.spotify.com/track/73RGpQg8Cxtly4QuHtNiOd,0.534,0.943,2,-5.898,1,0.0845,0.0264,0.0697,0.823,101.754,172867,4
1194,Friday I'm In Love,The Cure,20CNpCKq1oTdvekXaboyeq,https://open.spotify.com/track/20CNpCKq1oTdvekXaboyeq,0.526,0.763,0,-12.663,0,0.0341,6.75e-05,0.359,0.514,136.205,215160,4
1195,We Gotta Get Out Of This Place - UK Single Version,The Animals,5geF5xzPGHxpmk9BDBHphZ,https://open.spotify.com/track/5geF5xzPGHxpmk9BDBHphZ,0.534,0.61,5,-5.276,1,0.0343,2.77e-06,0.0988,0.45,124.05,194600,4
1196,Outdoor Miner - 2006 Remastered Version,Wire,5AdLu2shYmDMqt2pHaOEle,https://open.spotify.com/track/5AdLu2shYmDMqt2pHaOEle,0.568,0.636,4,-8.862,1,0.0297,3.02e-06,0.492,0.71,124.37,104507,4
1197,Need You Tonight,INXS,3lMloe775S0JogOaZ88Vli,https://open.spotify.com/track/3lMloe775S0JogOaZ88Vli,0.795,0.63,10,-7.217,0,0.0841,0.575,0.0894,0.785,108.701,181107,4
1198,Give Up The Funk (Tear The Roof Off The Sucker),Parliament,3KGM2fm1K3p5alOyHGzTyY,https://open.spotify.com/track/3KGM2fm1K3p5alOyHGzTyY,0.742,0.589,9,-13.788,1,0.0381,0.000131,0.0867,0.927,105.791,345867,4
1199,All Too Well,Taylor Swift,6GNRkaWUB0Lwc19SdkTgx8,https://open.spotify.com/track/6GNRkaWUB0Lwc19SdkTgx8,0.602,0.609,0,-7.803,1,0.0243,0.0002,0.128,0.337,93.06,329160,4
1200,Hypnotize - 2014 Remaster,The Notorious B.I.G.,7KwZNVEaqikRSBSpyhXK2j,https://open.spotify.com/track/7KwZNVEaqikRSBSpyhXK2j,0.901,0.697,9,-3.439,1,0.28,0.0,0.287,0.67,93.941,229827,4
1201,Play by Play,Autre Ne Veut,59ZIrPBaCOmLrweJOGHZOD,https://open.spotify.com/track/59ZIrPBaCOmLrweJOGHZOD,0.35,0.844,1,-4.161,0,0.0438,0.0,0.177,0.104,114.64,313707,4
1202,Gangsta's Paradise (feat. L.V.),Coolio,3u9fHuAtjMY1RW2mZfO4Cf,https://open.spotify.com/track/3u9fHuAtjMY1RW2mZfO4Cf,0.641,0.63,8,-6.393,1,0.0521,0.0,0.4,0.415,79.955,241933,4
1203,Walkin' After Midnight,Country,5csIK8GrfqgR4Bee6okcYq,https://open.spotify.com/track/5csIK8GrfqgR4Bee6okcYq,0.741,0.292,0,-9.322,1,0.0321,0.0,0.124,0.818,90.185,156733,4
1204,Pale Blue Eyes,The Velvet Underground,1WGZ2aP5SnBPjaEDg2pVDd,https://open.spotify.com/track/1WGZ2aP5SnBPjaEDg2pVDd,0.483,0.119,5,-17.748,1,0.0398,0.000224,0.105,0.363,164.322,341467,4
1205,Being Boiled - Fast Version / 2003 Digital Remaster,The Human League,2xN8RYKg69sdfoqtvYnwwM,https://open.spotify.com/track/2xN8RYKg69sdfoqtvYnwwM,0.864,0.755,11,-6.827,0,0.101,0.0483,0.0595,0.327,98.815,234040,4
1206,Can You Feel It,Mr. Fingers,5479eh8cRkMdukYI3gtO36,https://open.spotify.com/track/5479eh8cRkMdukYI3gtO36,0.703,0.485,4,-12.849,0,0.0526,0.902,0.109,0.699,115.878,345331,4
1207,Fuck And Run,Liz Phair,6Em7i85XSDX3M2ZtKz1BIO,https://open.spotify.com/track/6Em7i85XSDX3M2ZtKz1BIO,0.773,0.647,2,-7.974,1,0.0338,0.0665,0.0887,0.943,136.183,187933,4
1208,Respect Yourself,The Staple Singers,4Y13tcnF3rc1SHfNyVTjAG,https://open.spotify.com/track/4Y13tcnF3rc1SHfNyVTjAG,0.828,0.669,6,-8.637,0,0.0254,0.00333,0.0756,0.926,109.964,211680,4
1209,You've Got a Friend,Carole King,3veFg0px7FnV6J3g0GYbc0,https://open.spotify.com/track/3veFg0px7FnV6J3g0GYbc0,0.475,0.263,8,-10.731,1,0.0336,2.54e-05,0.127,0.461,168.243,308773,4
1210,Up On Cripple Creek - Remastered 2000,The Band,60VcYHxoyOdZyFb1EaKJdN,https://open.spotify.com/track/60VcYHxoyOdZyFb1EaKJdN,0.72,0.716,9,-8.773,1,0.0723,0.00335,0.0932,0.953,144.376,274893,4
1211,Material Girl,Madonna,7bkyXSi4GtVfD7itZRUR3e,https://open.spotify.com/track/7bkyXSi4GtVfD7itZRUR3e,0.775,0.616,0,-12.676,1,0.0317,6.77e-06,0.0511,0.98,136.63,240707,4
1212,For Your Precious Love,Various Artists,2YcGBl3CvxeRjtuHx5X6Km,https://open.spotify.com/track/2YcGBl3CvxeRjtuHx5X6Km,0.319,0.151,1,-15.17,1,0.0297,5.84e-06,0.108,0.224,82.831,164559,4
1213,Can't Buy Me Love - Remastered,The Beatles,7KmRz1oKEwgj9qpfn72OfO,https://open.spotify.com/track/7KmRz1oKEwgj9qpfn72OfO,0.483,0.677,0,-5.91,1,0.0593,0.0,0.321,0.842,170.72,131867,4
1214,Rock And Roll Music - 1958 Single Version,Chuck Berry,5oAWAtKFq6TSJScEUX2Wcl,https://open.spotify.com/track/5oAWAtKFq6TSJScEUX2Wcl,0.501,0.77,8,-6.821,1,0.0452,0.000463,0.0602,0.882,165.275,151507,4
1215,The Barrel,Aldous Harding,04XeEuHyG4Z3NKY1zgAYEO,https://open.spotify.com/track/04XeEuHyG4Z3NKY1zgAYEO,0.732,0.408,11,-8.475,1,0.036,0.000229,0.069,0.663,87.016,299440,4
1216,Season of the Witch,Donovan,6MOEQCtAWNSCmvg3SFKF5y,https://open.spotify.com/track/6MOEQCtAWNSCmvg3SFKF5y,0.516,0.513,2,-10.762,1,0.0288,0.00957,0.0612,0.694,99.735,293933,4
1217,Nelson Mandela,The Specials,2bUQAXK6vg0Vl50SanHgId,https://open.spotify.com/track/2bUQAXK6vg0Vl50SanHgId,0.635,0.672,0,-10.911,1,0.0555,0.00855,0.163,0.773,127.077,249733,4
1218,The Train Kept A-Rollin',Various Artists,2Gt5ygq5ul4ZZO7CYogS1t,https://open.spotify.com/track/2Gt5ygq5ul4ZZO7CYogS1t,0.476,0.655,11,-12.266,0,0.0573,0.0,0.333,0.953,166.674,137973,4
1219,Pretty in Pink - Remastered Album Version,The Psychedelic Furs,6zBeDmfFScK99U3QrHbxOZ,https://open.spotify.com/track/6zBeDmfFScK99U3QrHbxOZ,0.386,0.916,2,-5.955,1,0.0741,0.00991,0.325,0.775,135.642,238107,4
1220,A Message to You Rudy - 2002 Remastered Version,The Specials,3FqN3cDBRmcnx1QXKHQCrH,https://open.spotify.com/track/3FqN3cDBRmcnx1QXKHQCrH,0.906,0.45,0,-8.003,1,0.0627,0.000232,0.168,0.969,103.476,172600,4
1221,Inspector Norse,Todd Terje,2pucDx5Wyz9uHCou4wntHa,https://open.spotify.com/track/2pucDx5Wyz9uHCou4wntHa,0.912,0.781,7,-7.018,0,0.0444,0.762,0.348,0.89,119.978,400751,4
1222,007 (Shanty Town),Jimmy Cliff,2xEDUaRCdOAcvVdFYmXEiF,https://open.spotify.com/track/2xEDUaRCdOAcvVdFYmXEiF,0.918,0.45,8,-8.971,1,0.0498,0.000126,0.134,0.92,97.153,161173,4
1223,(Get Your Kicks On) Route 66 - Remastered,Nat King Cole,2vEHGwvfcFdeF7fwXaS7zT,https://open.spotify.com/track/2vEHGwvfcFdeF7fwXaS7zT,0.767,0.195,7,-15.542,1,0.0618,0.000247,0.127,0.55,140.774,183267,3
1224,Drone Bomb Me,ANOHNI,4Fe5RBekhh4irEhWZrGsCw,https://open.spotify.com/track/4Fe5RBekhh4irEhWZrGsCw,0.402,0.468,2,-8.36,1,0.0386,0.00124,0.137,0.0631,73.721,250978,4
1225,Somebody That I Used To Know,Gotye,1qDrWA6lyx8cLECdZE7TV7,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7,0.865,0.521,0,-6.932,1,0.0371,0.000115,0.0989,0.748,129.059,244885,4
1226,I Will Follow,U2,3nll9fkNxgUcFpQ3yOT1sV,https://open.spotify.com/track/3nll9fkNxgUcFpQ3yOT1sV,0.365,0.908,8,-7.314,1,0.0712,4.33e-05,0.24,0.613,155.181,215840,4
1227,He's So Fine,Various Artists,2FOVlwTCJ9ybY51u2P7Uto,https://open.spotify.com/track/2FOVlwTCJ9ybY51u2P7Uto,0.458,0.473,7,-8.409,1,0.0346,0.0,0.759,0.898,145.708,110413,4
1228,Birdland,Weather Report,19vVghIuHm3IAfN4xpRF3q,https://open.spotify.com/track/19vVghIuHm3IAfN4xpRF3q,0.589,0.532,0,-12.021,1,0.0359,0.00157,0.0794,0.527,156.868,356760,4
1229,One Armed Scissor,At the Drive-In,3T1YjH72qs6L6tDscZFZL5,https://open.spotify.com/track/3T1YjH72qs6L6tDscZFZL5,0.253,0.931,4,-4.189,0,0.142,3.1e-05,0.639,0.25,162.374,260293,4
1230,She Drives Me Crazy,Fine Young Cannibals,2BPfKiV9U0CR1dpUgeUwuH,https://open.spotify.com/track/2BPfKiV9U0CR1dpUgeUwuH,0.799,0.687,2,-5.682,1,0.0431,0.000188,0.0307,0.965,108.804,215773,4
1231,Singin' in the Rain,Various Artists,57UxCeVkytyi9cPb5fE3zx,https://open.spotify.com/track/57UxCeVkytyi9cPb5fE3zx,0.41,0.233,5,-13.65,1,0.0372,0.00351,0.191,0.501,136.551,255687,4
1232,Hot Fun in the Summertime,Sly & The Family Stone,4t6NQkpUmvpvLDCkl3XuwA,https://open.spotify.com/track/4t6NQkpUmvpvLDCkl3XuwA,0.656,0.65,0,-11.643,1,0.0574,0.0147,0.161,0.931,146.268,157040,3
1233,Graceland,Paul Simon,75nNCJVC5xJ9hgQVcwy0sJ,https://open.spotify.com/track/75nNCJVC5xJ9hgQVcwy0sJ,0.735,0.638,4,-11.322,1,0.0337,0.00105,0.0875,0.855,117.962,291200,4
1234,Hounds Of Love,Kate Bush,0iluWxTpC9QOdVPg3PROvm,https://open.spotify.com/track/0iluWxTpC9QOdVPg3PROvm,0.546,0.748,5,-13.989,1,0.0384,0.0,0.16,0.9,145.582,183267,4
1235,Chelsea Hotel #2,Leonard Cohen,4h1HINqVka9XjzuUFZ0xUL,https://open.spotify.com/track/4h1HINqVka9XjzuUFZ0xUL,0.534,0.0646,5,-20.263,1,0.0404,0.0204,0.109,0.274,130.292,185840,3
1236,The Chain,Fleetwood Mac,2X6gdRlGOQgfaXU9ALUQFQ,https://open.spotify.com/track/2X6gdRlGOQgfaXU9ALUQFQ,0.546,0.529,9,-13.6,1,0.0436,0.000567,0.0383,0.574,151.727,271000,4
1237,Bigmouth Strikes Again - 2011 Remaster,The Smiths,2OErSh4oVVAUll0vHxdr6p,https://open.spotify.com/track/2OErSh4oVVAUll0vHxdr6p,0.401,0.901,1,-5.011,0,0.041,0.0,0.538,0.839,134.799,193320,4
1238,Summer Of '69,Bryan Adams,5ROeX4Hi9XoBT5hmBR1xra,https://open.spotify.com/track/5ROeX4Hi9XoBT5hmBR1xra,0.505,0.71,2,-10.853,1,0.0371,2.58e-06,0.0977,0.771,138.907,216973,4
1239,Free Man in Paris,Joni Mitchell,6FUoaQrQnTDd1YTe4jEph4,https://open.spotify.com/track/6FUoaQrQnTDd1YTe4jEph4,0.61,0.639,9,-7.681,0,0.0353,0.0,0.0837,0.676,81.232,183653,4
1240,Under The Pressure,The War On Drugs,45D0ixQWzXQOoU1S9aSnKk,https://open.spotify.com/track/45D0ixQWzXQOoU1S9aSnKk,0.325,0.71,6,-6.545,1,0.0295,0.172,0.132,0.193,134.371,532307,4
1241,Tighten Up,Various Artists,0qKCm8yeHoRJTpryDDQ9TT,https://open.spotify.com/track/0qKCm8yeHoRJTpryDDQ9TT,0.624,0.695,11,-6.365,1,0.185,0.000259,0.144,0.787,122.938,191013,4
1242,Statesboro Blues,Blind Willie McTell,05Fqtv0hpBriJj803R6x8i,https://open.spotify.com/track/05Fqtv0hpBriJj803R6x8i,0.573,0.267,6,-9.051,1,0.0547,0.000388,0.106,0.437,90.522,152853,4
1243,Criminal,Fiona Apple,516f6F9Zd3AbWJnFHwtDF9,https://open.spotify.com/track/516f6F9Zd3AbWJnFHwtDF9,0.595,0.804,7,-7.911,0,0.0326,1.97e-05,0.299,0.586,89.846,341533,4
1244,Big Pimpin',JAY-Z,0nCPBjS9t9TkXGIvmgy6c7,https://open.spotify.com/track/0nCPBjS9t9TkXGIvmgy6c7,0.879,0.81,11,-6.286,0,0.151,0.00386,0.0582,0.929,138.054,283067,4
1245,In The City,The Jam,0YnN7lY1escDoM8M7AGnBi,https://open.spotify.com/track/0YnN7lY1escDoM8M7AGnBi,0.374,0.817,7,-9.133,1,0.0488,6.63e-05,0.336,0.918,177.138,137800,4
1246,Holidays In The Sun,Sex Pistols,4e3TIXJcX3oQJnLup57I0r,https://open.spotify.com/track/4e3TIXJcX3oQJnLup57I0r,0.283,0.971,7,-7.219,1,0.169,1.84e-06,0.335,0.22,147.811,203080,4
1247,Heartbeat,Annie,5xYvsBGoYbfNzcV5Y94ZVx,https://open.spotify.com/track/5xYvsBGoYbfNzcV5Y94ZVx,0.691,0.7,11,-6.695,0,0.0274,0.181,0.245,0.618,128.005,185000,4
1248,Sweet Emotion,Aerosmith,24NwBd5vZ2CK8VOQVnqdxr,https://open.spotify.com/track/24NwBd5vZ2CK8VOQVnqdxr,0.38,0.76,9,-10.961,1,0.0378,0.0294,0.104,0.491,99.437,274133,4
1249,Moon River(Vocal Audrey Hepburn),Henry Mancini,5iGleL7HpEThuuYQ3us2jh,https://open.spotify.com/track/5iGleL7HpEThuuYQ3us2jh,0.39,0.0235,5,-19.695,1,0.0345,0.00128,0.099,0.155,133.403,125585,5
1250,Golden Years - 1999 Remaster,David Bowie,1hlG7OWNQYhY01ZOd7JL6S,https://open.spotify.com/track/1hlG7OWNQYhY01ZOd7JL6S,0.671,0.733,11,-10.092,1,0.0356,1.07e-05,0.0908,0.94,108.603,240600,4
1251,I'm Not Part Of Me,Cloud Nothings,0peGfIV0h1VpIpxdISGIvU,https://open.spotify.com/track/0peGfIV0h1VpIpxdISGIvU,0.385,0.952,1,-4.97,1,0.0659,0.526,0.0767,0.397,86.844,275307,4
1252,The Rain (Supa Dupa Fly),Missy Elliott,2KmaftDdtm3OfLmLFjIvx3,https://open.spotify.com/track/2KmaftDdtm3OfLmLFjIvx3,0.817,0.58,6,-9.852,0,0.176,0.00939,0.345,0.732,159.945,250933,4
1253,Pull Up To The Bumper,Grace Jones,06y36kdfXjvjCh2Xakjxpk,https://open.spotify.com/track/06y36kdfXjvjCh2Xakjxpk,0.843,0.796,7,-11.002,1,0.0843,0.0156,0.0883,0.824,108.701,281533,4
1254,Geno - 2000 Remaster,Dexys Midnight Runners,7gb626DDDHoiuVAGZEnlJk,https://open.spotify.com/track/7gb626DDDHoiuVAGZEnlJk,0.481,0.6,6,-8.722,1,0.0801,0.00633,0.963,0.818,124.637,207227,4
1255,Lean on Me - Single Version,Bill Withers,1oEAgyttglJYkh909Byp4B,https://open.spotify.com/track/1oEAgyttglJYkh909Byp4B,0.617,0.239,0,-11.219,1,0.0591,1.72e-05,0.147,0.426,75.114,257240,4
1256,Are You That Somebody?,Aaliyah,4kfyhFqxcHfxFlhZfy85y4,https://open.spotify.com/track/4kfyhFqxcHfxFlhZfy85y4,0.852,0.65,9,-7.212,0,0.161,0.0195,0.101,0.84,137.95,265639,4
1257,Raspberry Beret,Prince,5jSz894ljfWE0IcHBSM39i,https://open.spotify.com/track/5jSz894ljfWE0IcHBSM39i,0.761,0.67,2,-12.759,1,0.0438,0.000426,0.0685,0.91,120.752,215173,4
1258,Cinnamon Girl - 2009 Remaster,Neil Young,4gRfV6SEd0cTqeR9ksrbIs,https://open.spotify.com/track/4gRfV6SEd0cTqeR9ksrbIs,0.635,0.831,7,-5.278,1,0.0296,0.00091,0.106,0.735,104.349,180360,4
1259,Rivers Of Babylon,Jimmy Cliff,00OWEz3Z4t6EPZsh7Hi4Fk,https://open.spotify.com/track/00OWEz3Z4t6EPZsh7Hi4Fk,0.746,0.458,7,-10.538,1,0.0392,0.00111,0.108,0.857,106.599,255267,4
1260,Willin',Little Feat,0jMyU6bO52IYhAEoWbT4K9,https://open.spotify.com/track/0jMyU6bO52IYhAEoWbT4K9,0.541,0.662,7,-7.196,1,0.0382,0.0,0.0803,0.742,144.046,174573,4
1261,Django,The Modern Jazz Quartet,2SnKN7i63BbdjyZBDSU3uy,https://open.spotify.com/track/2SnKN7i63BbdjyZBDSU3uy,0.602,0.241,5,-13.893,0,0.0421,0.00456,0.153,0.187,110.299,423160,4
1262,Beast Of Burden - Remastered,The Rolling Stones,0832Tptls5YicHPGgw7ssP,https://open.spotify.com/track/0832Tptls5YicHPGgw7ssP,0.786,0.87,1,-3.875,0,0.0316,0.000494,0.0389,0.864,100.66,265173,4
1263,"There, There",Radiohead,3iF1dglV6BinTBCXWKRvHx,https://open.spotify.com/track/3iF1dglV6BinTBCXWKRvHx,0.614,0.677,9,-8.317,0,0.0323,0.518,0.108,0.717,126.477,323600,4
1264,New York,St. Vincent,5IXTT9RvcVupmzLTFqIInj,https://open.spotify.com/track/5IXTT9RvcVupmzLTFqIInj,0.373,0.449,10,-11.646,1,0.144,1.26e-05,0.175,0.327,137.866,154960,4
1265,With a Little Help from My Friends,Joe Cocker,2vvwBjUBTQWZMIum68CPWx,https://open.spotify.com/track/2vvwBjUBTQWZMIum68CPWx,0.365,0.47,2,-10.295,1,0.066,3.85e-06,0.0983,0.321,71.578,302253,3
1266,Heaven Knows I'm Miserable Now - 2011 Remaster,The Smiths,261WCPsrmITrh0PbrPPQ22,https://open.spotify.com/track/261WCPsrmITrh0PbrPPQ22,0.609,0.759,6,-4.862,1,0.0276,0.0,0.183,0.774,114.045,215760,4
1267,Ghost Rider,Suicide,4frhZxo7ZiKT1geiL4dGnW,https://open.spotify.com/track/4frhZxo7ZiKT1geiL4dGnW,0.258,0.548,10,-9.927,0,0.0721,0.685,0.159,0.486,191.516,154400,4
1268,Where Are We Now?,David Bowie,6GrDJu7q8VAxbKdUlYzezT,https://open.spotify.com/track/6GrDJu7q8VAxbKdUlYzezT,0.547,0.463,0,-8.76,1,0.0233,0.0199,0.123,0.43,79.972,249213,4
1269,Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,4qMzPtAZe0C9KWpWIzvZAP,https://open.spotify.com/track/4qMzPtAZe0C9KWpWIzvZAP,0.404,0.72,10,-9.18,0,0.0623,0.836,0.0466,0.475,121.864,258467,4
1270,Shutdown,Skepta,2RmherZdlF6lXsA47ELmY9,https://open.spotify.com/track/2RmherZdlF6lXsA47ELmY9,0.656,0.746,7,-4.716,1,0.314,0.0,0.508,0.824,104.044,188939,3
1271,Bonkers - Radio Edit,Dizzee Rascal,3xp7osz4PNn4orHELKQ2nu,https://open.spotify.com/track/3xp7osz4PNn4orHELKQ2nu,0.624,0.984,11,-2.281,0,0.209,0.0,0.155,0.69,126.104,180907,4
1272,American Woman,The Guess Who,3LQPTJEqOfljGBxmpgUnoC,https://open.spotify.com/track/3LQPTJEqOfljGBxmpgUnoC,0.55,0.726,2,-8.51,1,0.0516,0.00608,0.428,0.37,92.697,307493,4
1273,This Is Hardcore - Original Version,Pulp,3Yj8CiMjYKKNn4yvUIf1QU,https://open.spotify.com/track/3Yj8CiMjYKKNn4yvUIf1QU,0.336,0.511,9,-7.839,0,0.0267,0.00062,0.159,0.112,153.954,383733,4
1274,Hard Knock Life - The Ghetto Anthem,JAY-Z,7pO62ysbW2Wg5Y6pzKNEN7,https://open.spotify.com/track/7pO62ysbW2Wg5Y6pzKNEN7,0.86,0.674,9,-5.878,0,0.339,0.00159,0.0322,0.592,77.005,238467,4
1275,Hot Stuff,Donna Summer,594FzPlCmqygQMoZAkGegM,https://open.spotify.com/track/594FzPlCmqygQMoZAkGegM,0.823,0.743,0,-13.98,1,0.0316,0.0306,0.0707,0.966,120.471,314760,4
1276,Longview,Green Day,3LRJbFT9rKoKv4aW7PuBJC,https://open.spotify.com/track/3LRJbFT9rKoKv4aW7PuBJC,0.381,0.732,10,-7.594,0,0.0536,0.0101,0.0854,0.814,142.504,233240,4
